e8fb2070-4ad6-4ef4-98a7-58993eaf02f6,38.886705441436625,-77.00165561407525,88,08062019-14:05:55
dcb6d335-0ca2-403e-a2db-5760a0570838,38.901455,-77.041811,100,08062019-14:05:55
f3bb0198-eafd-46fa-adbd-565399bd1392,38.906504,-77.048286,82,08062019-14:05:55
1e35b09a-06d4-4e40-84d8-24522cfe69bc,38.91761,-77.027872,70,08062019-14:05:55
c1d3d423-2736-4e5b-8480-bf0f31b1eefa,38.89824711917942,-77.03201686725266,70,08062019-14:05:55
0d0bc047-a804-4212-83bb-7c8e6480d1a1,38.897085264777935,-77.03215296382992,73,08062019-14:05:55
c46b4cd2-960c-4c82-955c-4232ceec78c1,38.892309,-77.028005,40,08062019-14:05:55
97c63ce9-4209-4d41-94f8-1d18de0059da,38.883427,-77.025452,98,08062019-14:05:55
e72f4b60-ee25-47cc-a459-89ea435b9120,38.88514,-77.007871,70,08062019-14:05:55
14ae0649-f5ed-40fd-aeca-6f45b43c3d1f,38.88337,-77.023734,100,08062019-14:05:55
4263a119-7d70-4dce-b069-0edb94bc15b1,38.900826,-77.027457,95,08062019-14:05:55
0d0add3b-9109-4f37-8c5c-cb2b86e2912b,38.90353,-77.047251,98,08062019-14:05:55
e543d141-6442-47d8-b107-df91cea37bfa,38.901897,-77.039551,94,08062019-14:05:55
4e04d67c-205d-4495-bbff-df3308d16338,38.905218,-77.05826,54,08062019-14:05:55
96314e76-a9de-430d-8d0d-9c6a95af7546,38.884896,-77.024241,68,08062019-14:05:55
1b88c9c0-24c0-4662-9194-47d8ac0e6960,38.912209,-77.06585,75,08062019-14:05:55
ed132d7f-6175-4909-8154-eeadf6c5d389,38.88456,-77.02581,46,08062019-14:05:55
cd50081c-357b-47c4-a4fe-7c665cb92fc5,38.894105,-77.021364,79,08062019-14:05:55
25b46190-29da-4cb0-95be-34eb045c340a,38.897397,-77.023844,91,08062019-14:05:55
c0b680c5-169c-4166-8ff3-747b854a73be,38.896219,-77.023986,91,08062019-14:05:55
946f5427-1b9e-42c8-aa4b-7bfad7f93d25,38.903686,-77.034532,95,08062019-14:05:55
66989ad1-3c8b-4b27-a75b-3abee9ab2e89,38.903512,-77.044276,97,08062019-14:05:55
e8e4defa-a7d3-4da0-bb42-57fb7b0686be,38.899919,-77.031881,92,08062019-14:05:55
56c0bf3d-d803-4532-9549-51c3e573802c,38.901378,-77.031941,100,08062019-14:05:55
ceec5486-8441-4ac5-9897-bb44b24a5d4d,38.902117,-77.025103,91,08062019-14:05:55
bc3a86b6-b731-4eae-a043-7144ecf8edfb,38.930925,-77.023672,65,08062019-14:05:55
6c3c32d5-f969-49fe-857c-4f2506ce1022,38.894095,-77.020748,97,08062019-14:05:55
