5d3693cf-aa05-4fb8-b2fa-f17d8b38d5c1,38.940661,-77.023212,07182019-14:43:42
673097d3-9dd6-409d-9270-02efe6505c32,38.901698,-77.020995,07182019-14:43:42
bbe9d9ec-a101-47c3-9460-46ab4bd64c8c,38.898534,-77.02243,07182019-14:43:42
0b0c2db5-e7e0-4e25-8ddf-023e102827c4,38.903291,-77.011447,07182019-14:43:42
9258fbd5-6853-467d-8c5b-2bb78f6fc57b,38.91705495248798,-77.00948095482201,07182019-14:43:42
c470db9d-dd52-47c3-be8b-8600e90d356e,38.879143,-77.008615,07182019-14:43:42
9c2725b7-5b41-4fba-8a7f-178caf17db40,38.898597,-77.007743,07182019-14:43:42
6147063b-0f43-4ec1-b331-a8f82cd9a9d5,38.900203,-77.00912,07182019-14:43:42
2ce59d95-5e6e-4d00-8b02-8f03bc186e7b,38.895568,-77.008932,07182019-14:43:42
81e64c2d-2f3d-429f-8cb1-87e6cfc3bd89,38.900397,-77.012351,07182019-14:43:42
dfd45811-10a2-414a-baa1-a011336c4059,38.902682,-77.01609,07182019-14:43:42
dea97dd3-def7-4b10-8f41-160e195e7445,38.909184,-76.999485,07182019-14:43:42
7e2ac225-0708-4d64-b690-1cf81c6d2384,38.90352,-77.016105,07182019-14:43:42
cb816efc-226d-4329-8a0f-927aaf6954e1,38.913127,-77.012153,07182019-14:43:42
540c7898-b0fa-4c7e-8051-4632058c6a1d,38.881765,-77.008797,07182019-14:43:42
4e508a17-ff3f-487e-8134-83a1021b3a16,38.87749,-77.004053,07182019-14:43:42
cd4f1c1d-b8aa-446f-9443-e29e524902f7,38.853313,-76.979769,07182019-14:43:42
ab5e3319-e8a1-43db-b30f-3c7947f8a52e,38.924451,-77.053976,07182019-14:43:42
205624d5-cda5-4d7f-8086-f5a57a86a4ff,38.910312,-77.073643,07182019-14:43:42
70293655-7aa9-4ec1-b57b-6f222b730dd0,38.917638,-77.047541,07182019-14:43:42
f8d39fc3-c9cb-401b-849f-87e47aa1f2f2,38.923695,-77.041107,07182019-14:43:42
ee41ac8f-bc5b-434f-8894-d8404e99b952,38.912217,-77.03212,07182019-14:43:42
389b4ad2-3a7d-4e0a-9a57-3473d242a53a,38.9133909,-77.0398022,07182019-14:43:42
c76e6eaf-f6a9-4891-b908-27aaec9bb0fb,38.899712,-77.050067,07182019-14:43:42
94e42ece-0164-4c9a-afa3-d17db203ac4d,38.897658,-77.043343,07182019-14:43:42
5d9b52f9-39b0-43fc-98e4-56d671f06640,38.900519,-77.039448,07182019-14:43:42
