0a08b9d6-8de5-4425-af4e-9d712a05cfb4,38.89056185580425,-77.03187686786701,47,08072019-14:31:49
3d198c46-14bc-43d3-9b05-bf80f85a7ac3,38.899053,-77.021761,67,08072019-14:31:49
c3172af2-ae91-48dd-b94c-00f7636dcd37,38.901307,-77.034332,100,08072019-14:31:49
396f4372-f8d0-49aa-900e-93c5fa8cea70,38.898382,-77.010011,95,08072019-14:31:49
6326e260-821e-4c1d-9ce3-b3eea0a01f78,38.905588,-76.996341,68,08072019-14:31:49
466b3fb6-1a8d-4cbf-996a-8a45ceba8571,38.902603,-77.040272,86,08072019-14:31:49
5cd1e08f-29d4-42c0-9487-5420b7e4527d,38.903821,-77.005704,100,08072019-14:31:49
75adf586-b661-4d6d-a407-4d455f50e71d,38.897936,-77.028178,69,08072019-14:31:49
5c218248-d92d-4ef3-aab5-0a25dfc56912,38.90056443515487,-77.03930254232804,92,08072019-14:31:49
f04e09ec-fdab-413e-85bd-3f459d9d9386,38.896752,-77.039579,87,08072019-14:31:49
6775f17c-0ef6-4731-bd0a-ced0fd221958,38.874721,-77.020968,72,08072019-14:31:49
308b1398-d06e-427e-83a1-d1096cfb173f,38.901054,-77.032835,76,08072019-14:31:49
b4836253-721f-43a2-882a-a4c8fbf8b7ea,38.906206,-77.006588,52,08072019-14:31:49
e1cd7de2-3d84-43d3-8177-4592ddf87952,38.921335,-77.026287,81,08072019-14:31:49
b3620296-ebbc-4387-9667-a245b26db073,38.899927,-76.998555,92,08072019-14:31:49
71d2d65b-23f2-4abd-85bd-d27ce9f53c91,38.898796,-77.018666,63,08072019-14:31:49
7b909952-8b57-4e47-a219-43b5d63f628a,38.885831,-76.988536,68,08072019-14:31:49
c5bfc42c-f40c-43e1-b27d-d8444ad68334,38.917171,-77.048742,74,08072019-14:31:49
532a8f98-df7a-46fb-8a0a-2b232e10ef81,38.904052,-77.031819,100,08072019-14:31:49
5bf2b1ff-e706-4ac1-a6da-47d3fb9aa1d9,38.902826,-77.039717,100,08072019-14:31:49
06484158-d350-4b38-a674-a7001eb5dd93,38.923906,-77.036528,94,08072019-14:31:49
c2630d2f-9a39-46cc-9469-39ab5819091c,38.925118,-77.052475,93,08072019-14:31:49
08ae2976-66a7-4977-9ebc-5a32d4a0c86c,38.907338,-77.023561,54,08072019-14:31:49
c614650c-c60b-4383-b6f5-de80ce6df95e,38.904924,-77.068455,100,08072019-14:31:49
5c548119-1b7e-4cfa-81aa-699bf1608503,38.902674,-77.040255,51,08072019-14:31:49
6651a6a4-958f-4084-adc9-fdb5af65600f,38.912584,-77.012343,99,08072019-14:31:49
b7a678ad-6cb9-4b82-a88c-bf4f30b92278,38.897421,-77.025208,99,08072019-14:31:49
2ec3888f-b507-46eb-8e9f-e8adec4f30c9,38.912648,-77.01237,98,08072019-14:31:49
88173153-2437-464e-9b96-fa4df819c8a6,38.889186,-77.030093,72,08072019-14:31:49
a155c00d-bb2d-424d-9ab6-78b81c7724ce,38.89521,-77.039558,67,08072019-14:31:49
541af4e8-b10b-4ecc-8b8d-57169eab4a3b,38.898198,-77.052385,89,08072019-14:31:49
252ad6e0-d2b4-4869-8892-3a2a559bc0d8,38.904016,-77.0191,90,08072019-14:31:49
